Offer,Total Cost of Loan,Down Payment,Principle,Rate,Down Payment: Percent of Total Offer,Monthly Payment,25% Total Cost of Loan,30% Total Cost of Loan,25% of Total Monthly Payment,30% of Total Monthly Payment,25% of Down Payment,30% of Down Payment,Rent 1,Rent 2,Rent 3,25% Payment - 25% Rent 1,30% Payment - 30% Rent 1,25% Payment - 25% Rent 2,30% Payment - 30% Rent 2,25% Payment - 25% Rent 3,30% Payment - 30 % Rent 3
850000,823196.4602060105,325000,525000,0.065,0.38235294117647056,4573.31366781117,205799.11505150262,246958.93806180314,1143.3284169527924,1371.9941003433507,81250.0,97500.0,5000,6000,7000,830.8284169527924,921.9941003433509,768.3284169527924,831.9941003433509,705.8284169527924,741.9941003433509
825000,823196.4602060105,300000,525000,0.065,0.36363636363636365,4573.31366781117,205799.11505150262,246958.93806180314,1143.3284169527924,1371.9941003433507,75000.0,90000.0,5000,6000,7000,830.8284169527924,921.9941003433509,768.3284169527924,831.9941003433509,705.8284169527924,741.9941003433509
925000,849392.7159555414,400000,525000,0.07,0.43243243243243246,4718.84842197523,212348.17898888534,254817.8147866624,1179.7121054938075,1415.654526592569,100000.0,120000.0,5000,6000,7000,867.2121054938075,965.6545265925689,804.7121054938075,875.6545265925689,742.2121054938075,785.6545265925689
900000,849392.7159555414,375000,525000,0.07,0.4166666666666667,4718.84842197523,212348.17898888534,254817.8147866624,1179.7121054938075,1415.654526592569,93750.0,112500.0,5000,6000,7000,867.2121054938075,965.6545265925689,804.7121054938075,875.6545265925689,742.2121054938075,785.6545265925689
875000,849392.7159555414,350000,525000,0.07,0.4,4718.84842197523,212348.17898888534,254817.8147866624,1179.7121054938075,1415.654526592569,87500.0,105000.0,5000,6000,7000,867.2121054938075,965.6545265925689,804.7121054938075,875.6545265925689,742.2121054938075,785.6545265925689
850000,849392.7159555414,325000,525000,0.07,0.38235294117647056,4718.84842197523,212348.17898888534,254817.8147866624,1179.7121054938075,1415.654526592569,81250.0,97500.0,5000,6000,7000,867.2121054938075,965.6545265925689,804.7121054938075,875.6545265925689,742.2121054938075,785.6545265925689
825000,849392.7159555414,300000,525000,0.07,0.36363636363636365,4718.84842197523,212348.17898888534,254817.8147866624,1179.7121054938075,1415.654526592569,75000.0,90000.0,5000,6000,7000,867.2121054938075,965.6545265925689,804.7121054938075,875.6545265925689,742.2121054938075,785.6545265925689
925000,876026.6802025806,400000,525000,0.075,0.43243243243243246,4866.814890014337,219006.67005064516,262808.00406077417,1216.7037225035842,1460.044467004301,100000.0,120000.0,5000,6000,7000,904.2037225035842,1010.044467004301,841.7037225035842,920.044467004301,779.2037225035842,830.044467004301
900000,876026.6802025806,375000,525000,0.075,0.4166666666666667,4866.814890014337,219006.67005064516,262808.00406077417,1216.7037225035842,1460.044467004301,93750.0,112500.0,5000,6000,7000,904.2037225035842,1010.044467004301,841.7037225035842,920.044467004301,779.2037225035842,830.044467004301
875000,876026.6802025806,350000,525000,0.075,0.4,4866.814890014337,219006.67005064516,262808.00406077417,1216.7037225035842,1460.044467004301,87500.0,105000.0,5000,6000,7000,904.2037225035842,1010.044467004301,841.7037225035842,920.044467004301,779.2037225035842,830.044467004301
850000,876026.6802025806,325000,525000,0.075,0.38235294117647056,4866.814890014337,219006.67005064516,262808.00406077417,1216.7037225035842,1460.044467004301,81250.0,97500.0,5000,6000,7000,904.2037225035842,1010.044467004301,841.7037225035842,920.044467004301,779.2037225035842,830.044467004301
825000,876026.6802025806,300000,525000,0.075,0.36363636363636365,4866.814890014337,219006.67005064516,262808.00406077417,1216.7037225035842,1460.044467004301,75000.0,90000.0,5000,6000,7000,904.2037225035842,1010.044467004301,841.7037225035842,920.044467004301,779.2037225035842,830.044467004301
950000,835418.2597679779,400000,550000,0.06,0.42105263157894735,4641.2125542665435,208854.56494199447,250625.47793039336,1160.3031385666359,1392.363766279963,100000.0,120000.0,5000,6000,7000,847.8031385666359,942.363766279963,785.3031385666359,852.363766279963,722.8031385666359,762.363766279963
925000,835418.2597679779,375000,550000,0.06,0.40540540540540543,4641.2125542665435,208854.56494199447,250625.47793039336,1160.3031385666359,1392.363766279963,93750.0,112500.0,5000,6000,7000,847.8031385666359,942.363766279963,785.3031385666359,852.363766279963,722.8031385666359,762.363766279963
900000,835418.2597679779,350000,550000,0.06,0.3888888888888889,4641.2125542665435,208854.56494199447,250625.47793039336,1160.3031385666359,1392.363766279963,87500.0,105000.0,5000,6000,7000,847.8031385666359,942.363766279963,785.3031385666359,852.363766279963,722.8031385666359,762.363766279963
875000,835418.2597679779,325000,550000,0.06,0.37142857142857144,4641.2125542665435,208854.56494199447,250625.47793039336,1160.3031385666359,1392.363766279963,81250.0,97500.0,5000,6000,7000,847.8031385666359,942.363766279963,785.3031385666359,852.363766279963,722.8031385666359,762.363766279963
850000,835418.2597679779,300000,550000,0.06,0.35294117647058826,4641.2125542665435,208854.56494199447,250625.47793039336,1160.3031385666359,1392.363766279963,75000.0,90000.0,5000,6000,7000,847.8031385666359,942.363766279963,785.3031385666359,852.363766279963,722.8031385666359,762.363766279963
950000,862396.291644392,400000,550000,0.065,0.42105263157894735,4791.090509135511,215599.072911098,258718.88749331757,1197.7726272838777,1437.3271527406532,100000.0,120000.0,5000,6000,7000,885.2726272838777,987.3271527406532,822.7726272838777,897.3271527406532,760.2726272838777,807.3271527406532
925000,862396.291644392,375000,550000,0.065,0.40540540540540543,4791.090509135511,215599.072911098,258718.88749331757,1197.7726272838777,1437.3271527406532,93750.0,112500.0,5000,6000,7000,885.2726272838777,987.3271527406532,822.7726272838777,897.3271527406532,760.2726272838777,807.3271527406532
900000,862396.291644392,350000,550000,0.065,0.3888888888888889,4791.090509135511,215599.072911098,258718.88749331757,1197.7726272838777,1437.3271527406532,87500.0,105000.0,5000,6000,7000,885.2726272838777,987.3271527406532,822.7726272838777,897.3271527406532,760.2726272838777,807.3271527406532
875000,862396.291644392,325000,550000,0.065,0.37142857142857144,4791.090509135511,215599.072911098,258718.88749331757,1197.7726272838777,1437.3271527406532,81250.0,97500.0,5000,6000,7000,885.2726272838777,987.3271527406532,822.7726272838777,897.3271527406532,760.2726272838777,807.3271527406532
850000,862396.291644392,300000,550000,0.065,0.35294117647058826,4791.090509135511,215599.072911098,258718.88749331757,1197.7726272838777,1437.3271527406532,75000.0,90000.0,5000,6000,7000,885.2726272838777,987.3271527406532,822.7726272838777,897.3271527406532,760.2726272838777,807.3271527406532
950000,889839.9881439006,400000,550000,0.07,0.42105263157894735,4943.555489688337,222459.99703597516,266951.9964431702,1235.8888724220842,1483.066646906501,100000.0,120000.0,5000,6000,7000,923.3888724220842,1033.066646906501,860.8888724220842,943.066646906501,798.3888724220842,853.066646906501
925000,889839.9881439006,375000,550000,0.07,0.40540540540540543,4943.555489688337,222459.99703597516,266951.9964431702,1235.8888724220842,1483.066646906501,93750.0,112500.0,5000,6000,7000,923.3888724220842,1033.066646906501,860.8888724220842,943.066646906501,798.3888724220842,853.066646906501
900000,889839.9881439006,350000,550000,0.07,0.3888888888888889,4943.555489688337,222459.99703597516,266951.9964431702,1235.8888724220842,1483.066646906501,87500.0,105000.0,5000,6000,7000,923.3888724220842,1033.066646906501,860.8888724220842,943.066646906501,798.3888724220842,853.066646906501
875000,889839.9881439006,325000,550000,0.07,0.37142857142857144,4943.555489688337,222459.99703597516,266951.9964431702,1235.8888724220842,1483.066646906501,81250.0,97500.0,5000,6000,7000,923.3888724220842,1033.066646906501,860.8888724220842,943.066646906501,798.3888724220842,853.066646906501
850000,889839.9881439006,300000,550000,0.07,0.35294117647058826,4943.555489688337,222459.99703597516,266951.9964431702,1235.8888724220842,1483.066646906501,75000.0,90000.0,5000,6000,7000,923.3888724220842,1033.066646906501,860.8888724220842,943.066646906501,798.3888724220842,853.066646906501
950000,917742.2364027036,400000,550000,0.075,0.42105263157894735,5098.56798001502,229435.5591006759,275322.67092081107,1274.641995003755,1529.570394004506,100000.0,120000.0,5000,6000,7000,962.141995003755,1079.570394004506,899.641995003755,989.5703940045059,837.141995003755,899.570394004506
925000,917742.2364027036,375000,550000,0.075,0.40540540540540543,5098.56798001502,229435.5591006759,275322.67092081107,1274.641995003755,1529.570394004506,93750.0,112500.0,5000,6000,7000,962.141995003755,1079.570394004506,899.641995003755,989.5703940045059,837.141995003755,899.570394004506
900000,917742.2364027036,350000,550000,0.075,0.3888888888888889,5098.56798001502,229435.5591006759,275322.67092081107,1274.641995003755,1529.570394004506,87500.0,105000.0,5000,6000,7000,962.141995003755,1079.570394004506,899.641995003755,989.5703940045059,837.141995003755,899.570394004506
875000,917742.2364027036,325000,550000,0.075,0.37142857142857144,5098.56798001502,229435.5591006759,275322.67092081107,1274.641995003755,1529.570394004506,81250.0,97500.0,5000,6000,7000,962.141995003755,1079.570394004506,899.641995003755,989.5703940045059,837.141995003755,899.570394004506
850000,917742.2364027036,300000,550000,0.075,0.35294117647058826,5098.56798001502,229435.5591006759,275322.67092081107,1274.641995003755,1529.570394004506,75000.0,90000.0,5000,6000,7000,962.141995003755,1079.570394004506,899.641995003755,989.5703940045059,837.141995003755,899.570394004506
975000,873391.8170301586,400000,575000,0.06,0.41025641025641024,4852.176761278659,218347.95425753965,262017.54510904755,1213.0441903196647,1455.6530283835975,100000.0,120000.0,5000,6000,7000,900.5441903196647,1005.6530283835976,838.0441903196647,915.6530283835976,775.5441903196647,825.6530283835976
950000,873391.8170301586,375000,575000,0.06,0.39473684210526316,4852.176761278659,218347.95425753965,262017.54510904755,1213.0441903196647,1455.6530283835975,93750.0,112500.0,5000,6000,7000,900.5441903196647,1005.6530283835976,838.0441903196647,915.6530283835976,775.5441903196647,825.6530283835976
925000,873391.8170301586,350000,575000,0.06,0.3783783783783784,4852.176761278659,218347.95425753965,262017.54510904755,1213.0441903196647,1455.6530283835975,87500.0,105000.0,5000,6000,7000,900.5441903196647,1005.6530283835976,838.0441903196647,915.6530283835976,775.5441903196647,825.6530283835976
900000,873391.8170301586,325000,575000,0.06,0.3611111111111111,4852.176761278659,218347.95425753965,262017.54510904755,1213.0441903196647,1455.6530283835975,81250.0,97500.0,5000,6000,7000,900.5441903196647,1005.6530283835976,838.0441903196647,915.6530283835976,775.5441903196647,825.6530283835976
875000,873391.8170301586,300000,575000,0.06,0.34285714285714286,4852.176761278659,218347.95425753965,262017.54510904755,1213.0441903196647,1455.6530283835975,75000.0,90000.0,5000,6000,7000,900.5441903196647,1005.6530283835976,838.0441903196647,915.6530283835976,775.5441903196647,825.6530283835976
975000,901596.1230827733,400000,575000,0.065,0.41025641025641024,5008.867350459852,225399.03077069332,270478.83692483197,1252.216837614963,1502.6602051379555,100000.0,120000.0,5000,6000,7000,939.716837614963,1052.6602051379555,877.216837614963,962.6602051379555,814.716837614963,872.6602051379556
950000,901596.1230827733,375000,575000,0.065,0.39473684210526316,5008.867350459852,225399.03077069332,270478.83692483197,1252.216837614963,1502.6602051379555,93750.0,112500.0,5000,6000,7000,939.716837614963,1052.6602051379555,877.216837614963,962.6602051379555,814.716837614963,872.6602051379556
925000,901596.1230827733,350000,575000,0.065,0.3783783783783784,5008.867350459852,225399.03077069332,270478.83692483197,1252.216837614963,1502.6602051379555,87500.0,105000.0,5000,6000,7000,939.716837614963,1052.6602051379555,877.216837614963,962.6602051379555,814.716837614963,872.6602051379556
900000,901596.1230827733,325000,575000,0.065,0.3611111111111111,5008.867350459852,225399.03077069332,270478.83692483197,1252.216837614963,1502.6602051379555,81250.0,97500.0,5000,6000,7000,939.716837614963,1052.6602051379555,877.216837614963,962.6602051379555,814.716837614963,872.6602051379556
875000,901596.1230827733,300000,575000,0.065,0.34285714285714286,5008.867350459852,225399.03077069332,270478.83692483197,1252.216837614963,1502.6602051379555,75000.0,90000.0,5000,6000,7000,939.716837614963,1052.6602051379555,877.216837614963,962.6602051379555,814.716837614963,872.6602051379556
975000,930287.2603322597,400000,575000,0.07,0.41025641025641024,5168.262557401443,232571.81508306492,279086.1780996779,1292.0656393503607,1550.4787672204327,100000.0,120000.0,5000,6000,7000,979.5656393503607,1100.4787672204327,917.0656393503607,1010.4787672204328,854.5656393503607,920.4787672204328
950000,930287.2603322597,375000,575000,0.07,0.39473684210526316,5168.262557401443,232571.81508306492,279086.1780996779,1292.0656393503607,1550.4787672204327,93750.0,112500.0,5000,6000,7000,979.5656393503607,1100.4787672204327,917.0656393503607,1010.4787672204328,854.5656393503607,920.4787672204328
925000,930287.2603322597,350000,575000,0.07,0.3783783783783784,5168.262557401443,232571.81508306492,279086.1780996779,1292.0656393503607,1550.4787672204327,87500.0,105000.0,5000,6000,7000,979.5656393503607,1100.4787672204327,917.0656393503607,1010.4787672204328,854.5656393503607,920.4787672204328
900000,930287.2603322597,325000,575000,0.07,0.3611111111111111,5168.262557401443,232571.81508306492,279086.1780996779,1292.0656393503607,1550.4787672204327,81250.0,97500.0,5000,6000,7000,979.5656393503607,1100.4787672204327,917.0656393503607,1010.4787672204328,854.5656393503607,920.4787672204328
875000,930287.2603322597,300000,575000,0.07,0.34285714285714286,5168.262557401443,232571.81508306492,279086.1780996779,1292.0656393503607,1550.4787672204327,75000.0,90000.0,5000,6000,7000,979.5656393503607,1100.4787672204327,917.0656393503607,1010.4787672204328,854.5656393503607,920.4787672204328
975000,959457.7926028264,400000,575000,0.075,0.41025641025641024,5330.321070015702,239864.4481507066,287837.3377808479,1332.5802675039256,1599.0963210047107,100000.0,120000.0,5000,6000,7000,1020.0802675039256,1149.0963210047107,957.5802675039256,1059.0963210047107,895.0802675039256,969.0963210047107
950000,959457.7926028264,375000,575000,0.075,0.39473684210526316,5330.321070015702,239864.4481507066,287837.3377808479,1332.5802675039256,1599.0963210047107,93750.0,112500.0,5000,6000,7000,1020.0802675039256,1149.0963210047107,957.5802675039256,1059.0963210047107,895.0802675039256,969.0963210047107
925000,959457.7926028264,350000,575000,0.075,0.3783783783783784,5330.321070015702,239864.4481507066,287837.3377808479,1332.5802675039256,1599.0963210047107,87500.0,105000.0,5000,6000,7000,1020.0802675039256,1149.0963210047107,957.5802675039256,1059.0963210047107,895.0802675039256,969.0963210047107
900000,959457.7926028264,325000,575000,0.075,0.3611111111111111,5330.321070015702,239864.4481507066,287837.3377808479,1332.5802675039256,1599.0963210047107,81250.0,97500.0,5000,6000,7000,1020.0802675039256,1149.0963210047107,957.5802675039256,1059.0963210047107,895.0802675039256,969.0963210047107
875000,959457.7926028264,300000,575000,0.075,0.34285714285714286,5330.321070015702,239864.4481507066,287837.3377808479,1332.5802675039256,1599.0963210047107,75000.0,90000.0,5000,6000,7000,1020.0802675039256,1149.0963210047107,957.5802675039256,1059.0963210047107,895.0802675039256,969.0963210047107
1000000,911365.3742923393,400000,600000,0.06,0.4,5063.140968290774,227841.34357308483,273409.6122877018,1265.7852420726936,1518.9422904872322,100000.0,120000.0,5000,6000,7000,953.2852420726936,1068.9422904872322,890.7852420726936,978.9422904872322,828.2852420726936,888.9422904872323
975000,911365.3742923393,375000,600000,0.06,0.38461538461538464,5063.140968290774,227841.34357308483,273409.6122877018,1265.7852420726936,1518.9422904872322,93750.0,112500.0,5000,6000,7000,953.2852420726936,1068.9422904872322,890.7852420726936,978.9422904872322,828.2852420726936,888.9422904872323
950000,911365.3742923393,350000,600000,0.06,0.3684210526315789,5063.140968290774,227841.34357308483,273409.6122877018,1265.7852420726936,1518.9422904872322,87500.0,105000.0,5000,6000,7000,953.2852420726936,1068.9422904872322,890.7852420726936,978.9422904872322,828.2852420726936,888.9422904872323
925000,911365.3742923393,325000,600000,0.06,0.35135135135135137,5063.140968290774,227841.34357308483,273409.6122877018,1265.7852420726936,1518.9422904872322,81250.0,97500.0,5000,6000,7000,953.2852420726936,1068.9422904872322,890.7852420726936,978.9422904872322,828.2852420726936,888.9422904872323
900000,911365.3742923393,300000,600000,0.06,0.3333333333333333,5063.140968290774,227841.34357308483,273409.6122877018,1265.7852420726936,1518.9422904872322,75000.0,90000.0,5000,6000,7000,953.2852420726936,1068.9422904872322,890.7852420726936,978.9422904872322,828.2852420726936,888.9422904872323
1000000,940795.9545211548,400000,600000,0.065,0.4,5226.644191784193,235198.9886302887,282238.7863563464,1306.6610479460483,1567.993257535258,100000.0,120000.0,5000,6000,7000,994.1610479460483,1117.993257535258,931.6610479460483,1027.993257535258,869.1610479460483,937.9932575352578
975000,940795.9545211548,375000,600000,0.065,0.38461538461538464,5226.644191784193,235198.9886302887,282238.7863563464,1306.6610479460483,1567.993257535258,93750.0,112500.0,5000,6000,7000,994.1610479460483,1117.993257535258,931.6610479460483,1027.993257535258,869.1610479460483,937.9932575352578
950000,940795.9545211548,350000,600000,0.065,0.3684210526315789,5226.644191784193,235198.9886302887,282238.7863563464,1306.6610479460483,1567.993257535258,87500.0,105000.0,5000,6000,7000,994.1610479460483,1117.993257535258,931.6610479460483,1027.993257535258,869.1610479460483,937.9932575352578
925000,940795.9545211548,325000,600000,0.065,0.35135135135135137,5226.644191784193,235198.9886302887,282238.7863563464,1306.6610479460483,1567.993257535258,81250.0,97500.0,5000,6000,7000,994.1610479460483,1117.993257535258,931.6610479460483,1027.993257535258,869.1610479460483,937.9932575352578
900000,940795.9545211548,300000,600000,0.065,0.3333333333333333,5226.644191784193,235198.9886302887,282238.7863563464,1306.6610479460483,1567.993257535258,75000.0,90000.0,5000,6000,7000,994.1610479460483,1117.993257535258,931.6610479460483,1027.993257535258,869.1610479460483,937.9932575352578
1000000,970734.5325206188,400000,600000,0.07,0.4,5392.969625114549,242683.6331301547,291220.3597561856,1348.2424062786372,1617.8908875343645,100000.0,120000.0,5000,6000,7000,1035.7424062786372,1167.8908875343645,973.2424062786372,1077.8908875343645,910.7424062786372,987.8908875343645
975000,970734.5325206188,375000,600000,0.07,0.38461538461538464,5392.969625114549,242683.6331301547,291220.3597561856,1348.2424062786372,1617.8908875343645,93750.0,112500.0,5000,6000,7000,1035.7424062786372,1167.8908875343645,973.2424062786372,1077.8908875343645,910.7424062786372,987.8908875343645
950000,970734.5325206188,350000,600000,0.07,0.3684210526315789,5392.969625114549,242683.6331301547,291220.3597561856,1348.2424062786372,1617.8908875343645,87500.0,105000.0,5000,6000,7000,1035.7424062786372,1167.8908875343645,973.2424062786372,1077.8908875343645,910.7424062786372,987.8908875343645
925000,970734.5325206188,325000,600000,0.07,0.35135135135135137,5392.969625114549,242683.6331301547,291220.3597561856,1348.2424062786372,1617.8908875343645,81250.0,97500.0,5000,6000,7000,1035.7424062786372,1167.8908875343645,973.2424062786372,1077.8908875343645,910.7424062786372,987.8908875343645
900000,970734.5325206188,300000,600000,0.07,0.3333333333333333,5392.969625114549,242683.6331301547,291220.3597561856,1348.2424062786372,1617.8908875343645,75000.0,90000.0,5000,6000,7000,1035.7424062786372,1167.8908875343645,973.2424062786372,1077.8908875343645,910.7424062786372,987.8908875343645
1000000,1001173.3488029494,400000,600000,0.075,0.4,5562.074160016386,250293.33720073735,300352.0046408848,1390.5185400040964,1668.6222480049157,100000.0,120000.0,5000,6000,7000,1078.0185400040964,1218.6222480049157,1015.5185400040964,1128.6222480049157,953.0185400040964,1038.6222480049157
975000,1001173.3488029494,375000,600000,0.075,0.38461538461538464,5562.074160016386,250293.33720073735,300352.0046408848,1390.5185400040964,1668.6222480049157,93750.0,112500.0,5000,6000,7000,1078.0185400040964,1218.6222480049157,1015.5185400040964,1128.6222480049157,953.0185400040964,1038.6222480049157
950000,1001173.3488029494,350000,600000,0.075,0.3684210526315789,5562.074160016386,250293.33720073735,300352.0046408848,1390.5185400040964,1668.6222480049157,87500.0,105000.0,5000,6000,7000,1078.0185400040964,1218.6222480049157,1015.5185400040964,1128.6222480049157,953.0185400040964,1038.6222480049157
925000,1001173.3488029494,325000,600000,0.075,0.35135135135135137,5562.074160016386,250293.33720073735,300352.0046408848,1390.5185400040964,1668.6222480049157,81250.0,97500.0,5000,6000,7000,1078.0185400040964,1218.6222480049157,1015.5185400040964,1128.6222480049157,953.0185400040964,1038.6222480049157
900000,1001173.3488029494,300000,600000,0.075,0.3333333333333333,5562.074160016386,250293.33720073735,300352.0046408848,1390.5185400040964,1668.6222480049157,75000.0,90000.0,5000,6000,7000,1078.0185400040964,1218.6222480049157,1015.5185400040964,1128.6222480049157,953.0185400040964,1038.6222480049157
1025000,949338.9315545202,400000,625000,0.06,0.3902439024390244,5274.10517530289,237334.73288863004,284801.67946635606,1318.5262938257224,1582.2315525908668,100000.0,120000.0,5000,6000,7000,1006.0262938257224,1132.2315525908668,943.5262938257224,1042.2315525908668,881.0262938257224,952.2315525908668
1000000,949338.9315545202,375000,625000,0.06,0.375,5274.10517530289,237334.73288863004,284801.67946635606,1318.5262938257224,1582.2315525908668,93750.0,112500.0,5000,6000,7000,1006.0262938257224,1132.2315525908668,943.5262938257224,1042.2315525908668,881.0262938257224,952.2315525908668
975000,949338.9315545202,350000,625000,0.06,0.358974358974359,5274.10517530289,237334.73288863004,284801.67946635606,1318.5262938257224,1582.2315525908668,87500.0,105000.0,5000,6000,7000,1006.0262938257224,1132.2315525908668,943.5262938257224,1042.2315525908668,881.0262938257224,952.2315525908668
950000,949338.9315545202,325000,625000,0.06,0.34210526315789475,5274.10517530289,237334.73288863004,284801.67946635606,1318.5262938257224,1582.2315525908668,81250.0,97500.0,5000,6000,7000,1006.0262938257224,1132.2315525908668,943.5262938257224,1042.2315525908668,881.0262938257224,952.2315525908668
925000,949338.9315545202,300000,625000,0.06,0.32432432432432434,5274.10517530289,237334.73288863004,284801.67946635606,1318.5262938257224,1582.2315525908668,75000.0,90000.0,5000,6000,7000,1006.0262938257224,1132.2315525908668,943.5262938257224,1042.2315525908668,881.0262938257224,952.2315525908668
1025000,979995.7859595363,400000,625000,0.065,0.3902439024390244,5444.421033108535,244998.94648988408,293998.7357878609,1361.1052582771338,1633.3263099325604,100000.0,120000.0,5000,6000,7000,1048.6052582771338,1183.3263099325604,986.1052582771338,1093.3263099325604,923.6052582771338,1003.3263099325604
1000000,979995.7859595363,375000,625000,0.065,0.375,5444.421033108535,244998.94648988408,293998.7357878609,1361.1052582771338,1633.3263099325604,93750.0,112500.0,5000,6000,7000,1048.6052582771338,1183.3263099325604,986.1052582771338,1093.3263099325604,923.6052582771338,1003.3263099325604
975000,979995.7859595363,350000,625000,0.065,0.358974358974359,5444.421033108535,244998.94648988408,293998.7357878609,1361.1052582771338,1633.3263099325604,87500.0,105000.0,5000,6000,7000,1048.6052582771338,1183.3263099325604,986.1052582771338,1093.3263099325604,923.6052582771338,1003.3263099325604
950000,979995.7859595363,325000,625000,0.065,0.34210526315789475,5444.421033108535,244998.94648988408,293998.7357878609,1361.1052582771338,1633.3263099325604,81250.0,97500.0,5000,6000,7000,1048.6052582771338,1183.3263099325604,986.1052582771338,1093.3263099325604,923.6052582771338,1003.3263099325604
925000,979995.7859595363,300000,625000,0.065,0.32432432432432434,5444.421033108535,244998.94648988408,293998.7357878609,1361.1052582771338,1633.3263099325604,75000.0,90000.0,5000,6000,7000,1048.6052582771338,1183.3263099325604,986.1052582771338,1093.3263099325604,923.6052582771338,1003.3263099325604
1025000,1011181.8047089778,400000,625000,0.07,0.3902439024390244,5617.676692827655,252795.45117724445,303354.54141269333,1404.4191732069137,1685.3030078482964,100000.0,120000.0,5000,6000,7000,1091.9191732069137,1235.3030078482964,1029.4191732069137,1145.3030078482964,966.9191732069137,1055.3030078482964
1000000,1011181.8047089778,375000,625000,0.07,0.375,5617.676692827655,252795.45117724445,303354.54141269333,1404.4191732069137,1685.3030078482964,93750.0,112500.0,5000,6000,7000,1091.9191732069137,1235.3030078482964,1029.4191732069137,1145.3030078482964,966.9191732069137,1055.3030078482964
975000,1011181.8047089778,350000,625000,0.07,0.358974358974359,5617.676692827655,252795.45117724445,303354.54141269333,1404.4191732069137,1685.3030078482964,87500.0,105000.0,5000,6000,7000,1091.9191732069137,1235.3030078482964,1029.4191732069137,1145.3030078482964,966.9191732069137,1055.3030078482964
950000,1011181.8047089778,325000,625000,0.07,0.34210526315789475,5617.676692827655,252795.45117724445,303354.54141269333,1404.4191732069137,1685.3030078482964,81250.0,97500.0,5000,6000,7000,1091.9191732069137,1235.3030078482964,1029.4191732069137,1145.3030078482964,966.9191732069137,1055.3030078482964
925000,1011181.8047089778,300000,625000,0.07,0.32432432432432434,5617.676692827655,252795.45117724445,303354.54141269333,1404.4191732069137,1685.3030078482964,75000.0,90000.0,5000,6000,7000,1091.9191732069137,1235.3030078482964,1029.4191732069137,1145.3030078482964,966.9191732069137,1055.3030078482964
1025000,1042888.9050030722,400000,625000,0.075,0.3902439024390244,5793.827250017068,260722.22625076806,312866.67150092166,1448.456812504267,1738.1481750051203,100000.0,120000.0,5000,6000,7000,1135.956812504267,1288.1481750051203,1073.456812504267,1198.1481750051203,1010.956812504267,1108.1481750051203
1000000,1042888.9050030722,375000,625000,0.075,0.375,5793.827250017068,260722.22625076806,312866.67150092166,1448.456812504267,1738.1481750051203,93750.0,112500.0,5000,6000,7000,1135.956812504267,1288.1481750051203,1073.456812504267,1198.1481750051203,1010.956812504267,1108.1481750051203
975000,1042888.9050030722,350000,625000,0.075,0.358974358974359,5793.827250017068,260722.22625076806,312866.67150092166,1448.456812504267,1738.1481750051203,87500.0,105000.0,5000,6000,7000,1135.956812504267,1288.1481750051203,1073.456812504267,1198.1481750051203,1010.956812504267,1108.1481750051203
950000,1042888.9050030722,325000,625000,0.075,0.34210526315789475,5793.827250017068,260722.22625076806,312866.67150092166,1448.456812504267,1738.1481750051203,81250.0,97500.0,5000,6000,7000,1135.956812504267,1288.1481750051203,1073.456812504267,1198.1481750051203,1010.956812504267,1108.1481750051203
925000,1042888.9050030722,300000,625000,0.075,0.32432432432432434,5793.827250017068,260722.22625076806,312866.67150092166,1448.456812504267,1738.1481750051203,75000.0,90000.0,5000,6000,7000,1135.956812504267,1288.1481750051203,1073.456812504267,1198.1481750051203,1010.956812504267,1108.1481750051203
1050000,987312.4888167011,400000,650000,0.06,0.38095238095238093,5485.069382315006,246828.12220417528,296193.7466450103,1371.2673455787515,1645.5208146945017,100000.0,120000.0,5000,6000,7000,1058.7673455787515,1195.5208146945017,996.2673455787515,1105.5208146945017,933.7673455787515,1015.5208146945017
1025000,987312.4888167011,375000,650000,0.06,0.36585365853658536,5485.069382315006,246828.12220417528,296193.7466450103,1371.2673455787515,1645.5208146945017,93750.0,112500.0,5000,6000,7000,1058.7673455787515,1195.5208146945017,996.2673455787515,1105.5208146945017,933.7673455787515,1015.5208146945017
1000000,987312.4888167011,350000,650000,0.06,0.35,5485.069382315006,246828.12220417528,296193.7466450103,1371.2673455787515,1645.5208146945017,87500.0,105000.0,5000,6000,7000,1058.7673455787515,1195.5208146945017,996.2673455787515,1105.5208146945017,933.7673455787515,1015.5208146945017
975000,987312.4888167011,325000,650000,0.06,0.3333333333333333,5485.069382315006,246828.12220417528,296193.7466450103,1371.2673455787515,1645.5208146945017,81250.0,97500.0,5000,6000,7000,1058.7673455787515,1195.5208146945017,996.2673455787515,1105.5208146945017,933.7673455787515,1015.5208146945017
950000,987312.4888167011,300000,650000,0.06,0.3157894736842105,5485.069382315006,246828.12220417528,296193.7466450103,1371.2673455787515,1645.5208146945017,75000.0,90000.0,5000,6000,7000,1058.7673455787515,1195.5208146945017,996.2673455787515,1105.5208146945017,933.7673455787515,1015.5208146945017
1050000,1019195.6173979177,400000,650000,0.065,0.38095238095238093,5662.197874432876,254798.90434947942,305758.6852193753,1415.549468608219,1698.659362329863,100000.0,120000.0,5000,6000,7000,1103.049468608219,1248.659362329863,1040.549468608219,1158.659362329863,978.0494686082191,1068.659362329863
